transcript_id	gene_id	gene_name	type	strand	seqid	start	end	biotypes	gc	featWidth	description	GO BP	GO CC	GO MF
YOR182C_mRNA	YOR182C	RPS30B	protein_coding	-	XV	678191	678793	protein_coding	0.4115	192	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30, no bacterial homolog; RPS30B has a paralog, RPS30A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005708]	GO:0006412; GO:0002181	GO:0005840; GO:0005622; GO:0022627; GO:0010494	GO:0003735
YOR183W_mRNA	YOR183W		protein_coding	+	XV	678872	679261	protein_coding	0.4077	390	Protein of unknown function; required for survival upon exposure to K1 killer toxin [Source:SGD;Acc:S000005709]		GO:0016021	
YOR184W_mRNA	YOR184W	SER1	protein_coding	+	XV	679357	680544	protein_coding	0.4066	1188	3-phosphoserine aminotransferase; catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate, required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005710]	GO:0009070; GO:0006564; GO:0009113		GO:0004648; GO:0003824
YOR185C_mRNA	YOR185C	GSP2	protein_coding	-	XV	681444	682106	protein_coding	0.4027	663	GTP binding protein (mammalian Ranp homolog); involved in the maintenance of nuclear organization, RNA processing and transport; interacts with Kap121p, Kap123p and Pdr6p (karyophilin betas); not required for viability; protein abundance increases in response to DNA replication stress; GSP2 has a paralog, GSP1, that arose from the whole genome duplication [Source:SGD;Acc:S000005711]	GO:0006997; GO:0000054; GO:0006606; GO:0006913	GO:0005634; GO:0005737	GO:0003924; GO:0005525
YOR186C-A_mRNA	YOR186C-A		protein_coding	-	XV	683329	683538	protein_coding	0.4381	210	Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028715]			
YOR186W_mRNA	YOR186W		protein_coding	+	XV	683111	683545	protein_coding	0.4322	435	Putative protein of unknown function; proper regulation of expression during heat stress is sphingolipid-dependent; mCherry fusion protein localizes to the vacuole; YOR186W has a paralog, YLR297W, that arose from the whole genome duplication [Source:SGD;Acc:S000005712]		GO:0016021	
YOR187W_mRNA	YOR187W	TUF1	protein_coding	+	XV	684030	685343	protein_coding	0.4201	1314	Mitochondrial translation elongation factor Tu (EF-Tu); involved in fundamental pathway of mtDNA homeostasis; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans; rare mutations in human mitochondrial elongation factor Tu (EFTu) associated with severe lactic acidosis, rapidly progressive fatal encephalopathy, severe infantile macrocystic leukodystrophy with micropolygyria [Source:SGD;Acc:S000005713]	GO:0006414; GO:0070125; GO:0032543	GO:0005622; GO:0005739	GO:0003746; GO:0003924; GO:0005525
YOR188W_mRNA	YOR188W		protein_coding	+	XV	685767	689180	protein_coding	0.3943	3414	Protein of unknown function; may be involved in positive regulation of 1,3-beta-glucan synthesis and the Pkc1p-MAPK pathway; multicopy suppressor of temperature-sensitive mutations in CDC24 and CDC42, and of mutations in BEM4; potential Cdc28p substrate; relocalizes from bud neck to cytoplasm upon DNA replication stress [Source:SGD;Acc:S000005714]	GO:0030010	GO:0005934; GO:0005935	
YOR189W_mRNA	YOR189W		protein_coding	+	XV	689624	689974	protein_coding	0.4103	351	Component of the INO80 chromatiin remodeling complex; target of the Mec1p/Tel1p DNA damage signaling pathway; proposed to link chromatin remodeling to replication checkpoint responses [Source:SGD;Acc:S000005715]	GO:0006974; GO:0000722; GO:0006338	GO:0031011	
YOR190W_mRNA	YOR190W	SPR1	protein_coding	+	XV	690695	692032	protein_coding	0.3842	1338	Sporulation-specific exo-1,3-beta-glucanase; contributes to ascospore thermoresistance; SPR1 has a paralog, EXG1, that arose from the whole genome duplication [Source:SGD;Acc:S000005716]	GO:0009251; GO:0006073; GO:0005975; GO:0030437; GO:0071555	GO:0005619; GO:0009277; GO:0009986; GO:0005576	GO:0004338; GO:0004553
YOR191W_mRNA	YOR191W	ULS1	protein_coding	+	XV	692475	697334	protein_coding	0.3844	4860	Swi2/Snf2-related translocase, SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress [Source:SGD;Acc:S000005717]	GO:2001033; GO:0007533; GO:0006333; GO:0006355; GO:0006351	GO:0000778; GO:0005634; GO:0005730	GO:0032183; GO:0004386; GO:0008094; GO:0005524; GO:0046872
YOR192C-C_mRNA	YOR192C-C		protein_coding	-	XV	703988	704224	protein_coding	0.3122	237	Putative protein of unknown function; identified by expression profiling and mass spectrometry [Source:SGD;Acc:S000028857]			
YOR192C_mRNA	YOR192C		protein_coding	-	XV	698768	700567	protein_coding	0.4106	1800	Transporter of thiamine or related compound; contributes to uptake of 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine); shares sequence similarity with Thi7p [Source:SGD;Acc:S000005718]	GO:1903088; GO:0015888; GO:0015851; GO:0055085	GO:0016020; GO:0005886; GO:0016021	GO:1903089; GO:0022857; GO:0015205; GO:0005215
YOR193W_mRNA	YOR193W		protein_coding	+	XV	710446	711576	protein_coding	0.3236	1131	Peripheral peroxisomal membrane protein; involved in controlling peroxisome size and number, interacts with Pex25p; PEX27 has a paralog, PEX25, that arose from the whole genome duplication [Source:SGD;Acc:S000005719]	GO:0044375; GO:0007031; GO:0016559	GO:0005777; GO:0005778	
YOR194C_mRNA	YOR194C		protein_coding	-	XV	711683	712543	protein_coding	0.3914	861	TFIIA large subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; required, along with Toa2p, for ribosomal protein gene transcription in vivo; homologous to largest and second largest subunits of human and Drosophila TFIIA [Source:SGD;Acc:S000005720]	GO:1903506; GO:0006367; GO:0051123	GO:0005672; GO:0005737	GO:0000979; GO:0017025
YOR195W_mRNA	YOR195W		protein_coding	+	XV	712866	715331	protein_coding	0.3268	2466	Kinetochore-associated protein; required for chromosome segregation and kinetochore clustering; required for normal segregation of chromosomes in meiosis and mitosis; component of the FEAR regulatory network, which promotes Cdc14p release from the nucleolus during anaphase; potential Cdc28p substrate [Source:SGD;Acc:S000005721]	GO:0007097; GO:0098653; GO:0031536; GO:0051301; GO:0007059; GO:0051321	GO:0051233; GO:0005819; GO:0005816; GO:0000776; GO:0000778; GO:0005874; GO:0005737	
YOR196C_mRNA	YOR196C		protein_coding	-	XV	715593	716837	protein_coding	0.4112	1245	Protein involved in biosynthesis of the coenzyme lipoic acid; has similarity to E. coli lipoic acid synthase [Source:SGD;Acc:S000005722]	GO:0009107; GO:0009249	GO:0005739	GO:0016992; GO:0003824; GO:0051536; GO:0051539; GO:0046872
YOR197W_mRNA	YOR197W	MCA1	protein_coding	+	XV	717086	718384	protein_coding	0.4242	1299	Ca2+-dependent cysteine protease; may cleave specific substrates during the stress response; regulates apoptosis upon H2O2 treatment; required for clearance of insoluble protein aggregates during normal growth; implicated in cell cycle dynamics and lifespan extension; undergoes autocatalytic processing; similar to mammalian metacaspases, but exists as a monomer due to an extra pair of anti-parallel beta-strands that block potential dimerization [Source:SGD;Acc:S000005723]	GO:0006515; GO:0006915	GO:0005634; GO:0005829	GO:0004198
YOR198C_mRNA	YOR198C		protein_coding	-	XV	718653	720065	protein_coding	0.3765	1413	Component of mRNP complexes associated with polyribosomes; involved in localization of mRNAs to P bodies; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity [Source:SGD;Acc:S000005724]	GO:0016071; GO:0007088; GO:0008298; GO:0051321	GO:0042175; GO:0005844; GO:0005783; GO:0005737	GO:0003723
YOR199W_mRNA	YOR199W		protein_coding	+	XV	720181	720510	protein_coding	0.3424	330	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005725]		GO:0016021	
YOR200W_mRNA	YOR200W		protein_coding	+	XV	720417	720815	protein_coding	0.3935	399	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MRM1/YOR201c [Source:SGD;Acc:S000005726]			
YOR201C_mRNA	YOR201C	MRM1	protein_coding	-	XV	720470	721708	protein_coding	0.4334	1239	Ribose methyltransferase; modifies a functionally critical, conserved nucleotide in mitochondrial 21S rRNA [Source:SGD;Acc:S000005727]	GO:0006396; GO:0000453; GO:0000154	GO:0005739	GO:0008173; GO:0070039; GO:0008989; GO:0008168; GO:0003723
YOR202W_mRNA	YOR202W	HIS3	protein_coding	+	XV	721946	722608	protein_coding	0.4902	663	Imidazoleglycerol-phosphate dehydratase; catalyzes the sixth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control via Gcn4p [Source:SGD;Acc:S000005728]	GO:0000105		GO:0004424
YOR203W_mRNA	YOR203W		protein_coding	+	XV	722565	722918	protein_coding	0.3588	354	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 5' end of essential DED1 gene required for translation initiation [Source:SGD;Acc:S000005729]			
YOR204W_mRNA	YOR204W	DED1	protein_coding	+	XV	722911	724725	protein_coding	0.4606	1815	ATP-dependent DEAD (Asp-Glu-Ala-Asp)-box RNA helicase; required for translation initiation of all yeast mRNAs; binds to mRNA cap-associated factors, and binding stimulates Ded1p RNA-dependent ATPase activity; mutation in human homolog DBY is associated with male infertility; human homolog DDX3X complements ded1 null mutation; DED1 has a paralog, DBP1, that arose from the whole genome duplication [Source:SGD;Acc:S000005730]	GO:0000390; GO:0010501; GO:0006413	GO:0010494; GO:0005634; GO:0005730; GO:0005737	GO:0033592; GO:0003676; GO:0003743; GO:0005524
YOR205C_mRNA	YOR205C	GEP3	protein_coding	-	XV	725564	727234	protein_coding	0.38	1671	Protein required for mitochondrial ribosome small subunit biogenesis; null mutant is defective in respiration and in maturation of 15S rRNA; protein is localized to the mitochondrial inner membrane; null mutant interacts synthetically with prohibitin (Phb1p) [Source:SGD;Acc:S000005731]	GO:0030490	GO:0005829; GO:0005743	GO:0003924; GO:0005525
YOR206W_mRNA	YOR206W		protein_coding	+	XV	727512	729644	protein_coding	0.3615	2133	Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit [Source:SGD;Acc:S000005732]	GO:0042273	GO:0030690; GO:0030691; GO:0030687; GO:0005654; GO:0005634; GO:0005730	
YOR207C_mRNA	YOR207C	RET1	protein_coding	-	XV	730008	733457	protein_coding	0.3719	3450	Second-largest subunit of RNA polymerase III; RNA polymerase III is responsible for the transcription of tRNA and 5S RNA genes, and other low molecular weight RNAs [Source:SGD;Acc:S000005733]	GO:0042797; GO:0006386; GO:0006351	GO:0005666; GO:0005654	GO:0032549; GO:0003899; GO:0003677; GO:0046872
YOR208W_mRNA	YOR208W		protein_coding	+	XV	733925	736177	protein_coding	0.3502	2253	Nuclear phosphotyrosine-specific phosphatase involved in osmosensing; involved in the inactivation of mitogen-activated protein kinase (MAPK) during osmolarity sensing; dephosporylates Hog1p MAPK and regulates its localization; with Msg5p co-regulates the calcium signaling pathway [Source:SGD;Acc:S000005734]	GO:0043937; GO:0000200; GO:0016311; GO:0035335; GO:0000188; GO:0006470; GO:0032880	GO:0005634; GO:0005737	GO:0016791; GO:0004725
YOR209C_mRNA	YOR209C		protein_coding	-	XV	736437	737726	protein_coding	0.3798	1290	Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus [Source:SGD;Acc:S000005735]	GO:0009435; GO:0019358; GO:0006348; GO:0001302; GO:0000183; GO:0019357	GO:0000781; GO:0005634; GO:0005737	GO:0004516; GO:0004514
YOR210W_mRNA	YOR210W	RPB10	protein_coding	+	XV	738320	738532	protein_coding	0.3615	213	RNA polymerase subunit ABC10-beta; common to RNA polymerases I, II, and III [Source:SGD;Acc:S000005736]	GO:0001172; GO:0006383; GO:0042797; GO:0006386; GO:0006366; GO:0042254; GO:0006360; GO:0006351	GO:0005666; GO:0005665; GO:0005736; GO:0005654	GO:0003899; GO:0001054; GO:0003677; GO:0008270
YOR211C_mRNA	YOR211C	MGM1	protein_coding	-	XV	738924	741569	protein_coding	0.3745	2646	Mitochondrial GTPase, present in complex with Ugo1p and Fzo1p; required for mitochondrial morphology, fusion, and genome maintenance; promotes membrane bending; exists as long and short form with different distributions; ratio of long to short forms is regulated by Psd1p; homolog of human OPA1 involved in autosomal dominant optic atrophy [Source:SGD;Acc:S000005737]	GO:0003374; GO:0008053; GO:0007006; GO:0000002; GO:0000001; GO:0061025; GO:0007005; GO:0016559; GO:0000266	GO:0030061; GO:0097002; GO:0031304; GO:0005758; GO:0005777; GO:0031314; GO:0016021	GO:0003924; GO:0005525; GO:0008017
YOR212W_mRNA	YOR212W	STE4	protein_coding	+	XV	742910	744181	protein_coding	0.3962	1272	G protein beta subunit; forms a dimer with Ste18p to activate mating signaling pathway, forms heterotrimer with Gpa1p and Ste18p to dampen signaling; pheromone-induced phosphorylation plays critical role in chemotropism; may recruit Rho1p to polarized growth site during mating; contains WD40 repeats [Source:SGD;Acc:S000005738]	GO:0010525; GO:0043577; GO:0000750; GO:0001403; GO:0007165	GO:0005834; GO:0005937; GO:0005886	GO:0005057; GO:0005515
YOR213C_mRNA	YOR213C		protein_coding	-	XV	744535	745281	protein_coding	0.3949	747	Subunit of the SAS complex (Sas2p, Sas4p, Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; stimulates Sas2p HAT activity [Source:SGD;Acc:S000005739]	GO:0006348; GO:0006355; GO:0006351	GO:0000784; GO:0033255; GO:0000790	GO:0016407; GO:0004402
YOR214C_mRNA	YOR214C		protein_coding	-	XV	745593	746303	protein_coding	0.3741	711	Putative spore wall protein; expression increases during sporulation; not an essential gene; YOR214C has a paralog, SPO19, that arose from the whole genome duplication [Source:SGD;Acc:S000005740]		GO:0009277; GO:0031225; GO:0005576	
YOR215C_mRNA	YOR215C		protein_coding	-	XV	746725	747282	protein_coding	0.3835	558	Protein of unknown function; the authentic protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss [Source:SGD;Acc:S000005741]		GO:0005739	GO:0016884
YOR216C_mRNA	YOR216C	RUD3	protein_coding	-	XV	747525	748979	protein_coding	0.378	1455	Golgi matrix protein; involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1 [Source:SGD;Acc:S000005742]	GO:0006888	GO:0005796; GO:0000139; GO:0005794	GO:0051020
YOR217W_mRNA	YOR217W	RFC1	protein_coding	+	XV	749301	751886	protein_coding	0.3956	2586	Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon [Source:SGD;Acc:S000005743]	GO:0006298; GO:0006272; GO:0000278; GO:0006260; GO:0006281; GO:0051301	GO:0005663; GO:0005634	GO:0003689; GO:0003677; GO:0005524
YOR218C_mRNA	YOR218C		protein_coding	-	XV	751476	751895	protein_coding	0.4238	420	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene RFC1/YOR217W [Source:SGD;Acc:S000005744]		GO:0016021	
YOR219C_mRNA	YOR219C	STE13	protein_coding	-	XV	752214	755009	protein_coding	0.3798	2796	Dipeptidyl aminopeptidase; Golgi integral membrane protein that cleaves on the carboxyl side of repeating -X-Ala- sequences, required for maturation of alpha factor, transcription is induced by a-factor [Source:SGD;Acc:S000005745]	GO:0007323; GO:0019236; GO:0006508	GO:0005802; GO:0005774; GO:0016021	GO:0008236; GO:0004177
YOR220W_mRNA	YOR220W	RCN2	protein_coding	+	XV	755328	756125	protein_coding	0.396	798	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; phosphorylated in response to alpha factor; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005746]		GO:0005737	
YOR221C_mRNA	YOR221C		protein_coding	-	XV	756476	757558	protein_coding	0.3887	1083	Predicted malonyl-CoA:ACP transferase; putative component of a type-II mitochondrial fatty acid synthase that produces intermediates for phospholipid remodeling [Source:SGD;Acc:S000005747]	GO:0006633; GO:0006631	GO:0005739	GO:0004314
YOR222W_mRNA	YOR222W	ODC2	protein_coding	+	XV	758330	759253	protein_coding	0.4275	924	Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter, exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog, ODC1, that arose from the whole genome duplication [Source:SGD;Acc:S000005748]	GO:0006839; GO:0055085	GO:0005743; GO:0016021	GO:0022857; GO:0005310
YOR223W_mRNA	YOR223W		protein_coding	+	XV	759782	760660	protein_coding	0.4573	879	Subunit of the DSC ubiquitin ligase complex; protein of unknown function that localizes to the ER and vacuole lumen; overexpression affects endocytic protein trafficking; ortholog of fission yeast dsc3 [Source:SGD;Acc:S000005749]	GO:0016485; GO:0015031; GO:0006897	GO:0044695; GO:0000328; GO:0005783; GO:0005789; GO:0016021	
YOR224C_mRNA	YOR224C	RPB8	protein_coding	-	XV	760825	761265	protein_coding	0.424	441	RNA polymerase subunit ABC14.5; common to RNA polymerases I, II, and III [Source:SGD;Acc:S000005750]	GO:0001172; GO:0006383; GO:0042797; GO:0006386; GO:0006366; GO:0042254; GO:0006360; GO:0006351	GO:0005666; GO:0005665; GO:0005736; GO:0005654	GO:0001054; GO:0003677
YOR225W_mRNA	YOR225W		protein_coding	+	XV	761392	761721	protein_coding	0.3455	330	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005751]		GO:0016021	
YOR226C_mRNA	YOR226C	ISU2	protein_coding	-	XV	761614	762084	protein_coding	0.4777	471	Mitochondrial protein required for iron-sulfur protein synthesis; performs scaffolding function during Fe/S cluster assembly; involved in Fe-S cluster assembly for both mitochondrial and cytosolic proteins; protein abundance increases under DNA replication stress; ISU2 has a paralog, ISU1, that arose from the whole genome duplication; isu1 isu2 double mutant is inviable; human homolog ISCU implicated in mitochondrial myopathy, can complement isu1 isu2 double mutant [Source:SGD;Acc:S000005752]	GO:0097428; GO:0006879; GO:0002098; GO:0016226	GO:0005759	GO:0036455; GO:0051536; GO:0005506; GO:0051537; GO:0008198; GO:0051539
YOR227W_mRNA	YOR227W		protein_coding	+	XV	762825	766565	protein_coding	0.3879	3741	Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes, based on co-purification experiments; HER1 has a paralog, GIP3, that arose from the whole genome duplication [Source:SGD;Acc:S000005753]	GO:0007029	GO:0005737	
YOR228C_mRNA	YOR228C		protein_coding	-	XV	766869	767777	protein_coding	0.4257	909	Mitochondrial protein of unknown function involved in lipid homeostasis; integral membrane protein that localizes to the mitochondrial outer membrane; involved in mitochondrial morphology; interacts genetically with MDM10, and other members of the ERMES complex; contains five predicted transmembrane domains [Source:SGD;Acc:S000005754]	GO:0055088; GO:0007005	GO:0032592; GO:0005741; GO:0016020	
YOR229W_mRNA	YOR229W		protein_coding	+	XV	768409	769812	protein_coding	0.458	1404	Transcriptional modulator; involved in regulation of meiosis, silencing, and expression of RNR genes; involved in response to replication stress; contains WD repeats; relocalizes to the cytosol in response to hypoxia; WTM2 has a paralog, UME1, that arose from the whole genome duplication [Source:SGD;Acc:S000005755]	GO:0010674; GO:0034629; GO:0061186; GO:0031939; GO:0006974; GO:0045944; GO:0006351	GO:0005634; GO:0005829	GO:0000981; GO:0003714; GO:0005515
YOR230W_mRNA	YOR230W		protein_coding	+	XV	770800	772113	protein_coding	0.43	1314	Transcriptional modulator; involved in regulation of meiosis, silencing, and expression of RNR genes; required for nuclear localization of the ribonucleotide reductase small subunit Rnr2p and Rnr4p; contains WD repeats [Source:SGD;Acc:S000005756]	GO:0010674; GO:0051457; GO:0061186; GO:0031939; GO:0045944; GO:0006606; GO:0006351	GO:0005634; GO:0005737	GO:0003714; GO:0005515
YOR231C-A_mRNA	YOR231C-A		protein_coding	-	XV	773163	773363	protein_coding	0.3433	201	Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028716]			
YOR231W_mRNA	YOR231W	MKK1	protein_coding	+	XV	772601	774127	protein_coding	0.3988	1527	MAPKK involved in the protein kinase C signaling pathway; involved in control of cell integrity; upon activation by Bck1p phosphorylates downstream target, Slt2p; functionally redundant with Mkk2p; MKK1 has a paralog, MKK2, that arose from the whole genome duplication [Source:SGD;Acc:S000005757]	GO:0023014; GO:0032147; GO:0060237; GO:0006468; GO:0042981; GO:0007346; GO:0031098; GO:0007165; GO:0030242	GO:0043332; GO:0005934; GO:0005935; GO:0005737	GO:0004672; GO:0004674; GO:0004708; GO:0005524
YOR232W_mRNA	YOR232W	MGE1	protein_coding	+	XV	774573	775259	protein_coding	0.3814	687	Mitochondrial matrix cochaperone; nucleotide release factor for Ssc1p in protein translocation and folding; also acts as cochaperone for Ssq1p in folding of Fe-S cluster proteins; acts as oxidative sensor to regulate mitochondrial Ssc1p; in presence of oxidative stress, dimeric Mge1p becomes a monomer and unable to regulate Ssc1p function; homolog of E. coli GrpE and human Mge1 (GRPEL1), which also responds to oxidative stress [Source:SGD;Acc:S000005758]	GO:0030150; GO:0006457; GO:0042026	GO:0001405; GO:0005759; GO:0005743	GO:0051087; GO:0000774; GO:0042803; GO:0051082
YOR233W_mRNA	YOR233W	KIN4	protein_coding	+	XV	775846	778248	protein_coding	0.4099	2403	Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex, spindle pole body and bud neck; KIN4 has a paralog, FRK1, that arose from the whole genome duplication [Source:SGD;Acc:S000005759]	GO:0071988; GO:0031578; GO:0035556; GO:0006468	GO:0005816; GO:0005938; GO:0005935; GO:0005634	GO:0004672; GO:0004674; GO:0005524
YOR234C_mRNA	YOR234C	RPL33B	protein_coding	-	XV	778555	779405	protein_coding	0.4198	324	Ribosomal 60S subunit protein L33B; rpl33b null mutant exhibits normal growth while rpl33a rpl33b double null mutant is inviable; homologous to mammalian ribosomal protein L35A, no bacterial homolog; RPL33B has a paralog, RPL33A, that arose from the whole genome duplication [Source:SGD;Acc:S000005760]	GO:0006412; GO:0042273; GO:0002181	GO:0005840; GO:0005622; GO:0022625	GO:0003735
YOR235W_mRNA	YOR235W		protein_coding	+	XV	779870	780184	protein_coding	0.3556	315	Putative protein of unknown function; conserved across S. cerevisiae strains; null mutant displays increased levels of spontaneous Rad52 foci [Source:SGD;Acc:S000005761]		GO:0016021	
YOR236W_mRNA	YOR236W		protein_coding	+	XV	780906	781541	protein_coding	0.4135	636	Dihydrofolate reductase involved in tetrahydrofolate biosynthesis; required for respiratory metabolism; mutation is functionally complemented by human DHFR [Source:SGD;Acc:S000005762]	GO:0006545; GO:0046452; GO:0046654; GO:0006730; GO:0055114	GO:0005829	GO:0004146; GO:0050661; GO:0003729
YOR237W_mRNA	YOR237W	HES1	protein_coding	+	XV	781994	783298	protein_coding	0.3893	1305	Protein implicated in the regulation of ergosterol biosynthesis; one of a seven member gene family with a common essential function and non-essential unique functions; similar to human oxysterol binding protein (OSBP); SWAT-GFP and mCherry fusion proteins localize to the bud neck and vacuolar membrane; HES1 has a paralog, KES1, that arose from the whole genome duplication [Source:SGD;Acc:S000005763]	GO:0015918; GO:0030011; GO:0016126; GO:0006897; GO:0006887; GO:0034727		GO:0008289; GO:0008142; GO:0015248
YOR238W_mRNA	YOR238W		protein_coding	+	XV	783677	784588	protein_coding	0.3651	912	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm [Source:SGD;Acc:S000005764]		GO:0005737	
YOR239W_mRNA	YOR239W	ABP140	protein_coding	+	XV	784857	786744	protein_coding	0.39	1887	AdoMet-dependent tRNA methyltransferase and actin binding protein; C-terminal domain is responsible for 3-methylcytidine modification of residue 32 of the tRNA anticodon loop of tRNA-Thr and tRNA-Ser and contains an S-adenosylmethionine (AdoMet) binding motif; N-terminal actin binding sequence interacts with actin filaments and localizes to actin patches and cables; N- and C-terminal domains are encoded in separate ORFs that are translated into one protein via a +1 frameshift [Source:SGD;Acc:S000005765]	GO:0030488; GO:0051017	GO:0005884; GO:0030479; GO:0032432	GO:0052735; GO:0051015; GO:0030674
YOR241W_mRNA	YOR241W	MET7	protein_coding	+	XV	786995	788641	protein_coding	0.3843	1647	Folylpolyglutamate synthetase; catalyzes extension of the glutamate chains of the folate coenzymes, required for methionine synthesis and for maintenance of mitochondrial DNA; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005767]	GO:0009058; GO:0009396; GO:0006730	GO:0005759; GO:0005739; GO:0005737; GO:0005743	GO:0016874; GO:0004326; GO:0005524; GO:0046872
YOR242C_mRNA	YOR242C		protein_coding	-	XV	788742	789857	protein_coding	0.3423	1116	Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed, such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development [Source:SGD;Acc:S000005768]	GO:0031954; GO:0030476; GO:0030437	GO:0005619	GO:0003676
YOR243C_mRNA	YOR243C		protein_coding	-	XV	790211	792241	protein_coding	0.3816	2031	Pseudouridine synthase; catalyzes pseudouridylation at positions 35 and 56 in U2 snRNA, position 50 in 5S rRNA, position 13 in cytoplasmic tRNAs, and position 35 in pre-tRNA(Tyr); also pseudouridylates some mRNAs; relocates from nucleus to cytoplasm during heat shock and differentially modifies some mRNAs during heat shock; conserved in archaea, vertebrates, and some bacteria [Source:SGD;Acc:S000005769]	GO:0008380; GO:0001522; GO:0000455; GO:0031120; GO:0031119; GO:1990481; GO:0009451; GO:0006397; GO:0006400	GO:0005654; GO:0005634; GO:0005737	GO:0009982; GO:0003723
YOR244W_mRNA	YOR244W	ESA1	protein_coding	+	XV	792531	793868	protein_coding	0.3655	1338	Catalytic subunit of the histone acetyltransferase complex (NuA4); acetylates four conserved internal lysines of histone H4 N-terminal tail and can acetylate histone H2A; master regulator of cellular acetylation balance; required for cell cycle progression and transcriptional silencing at the rDNA locus and regulation of autophagy; human ortholog TIP60/KAT5 is implicated in cancer and other diseases, functionally complements lethality of the esa1 null mutation [Source:SGD;Acc:S000005770]	GO:0018394; GO:0001207; GO:0006354; GO:0016239; GO:0051726; GO:0006357; GO:0006281; GO:0032968; GO:0006355; GO:0016573; GO:0000183	GO:0032777; GO:0035267; GO:0000790	GO:0034212; GO:0010485; GO:0004402
YOR245C_mRNA	YOR245C		protein_coding	-	XV	794076	795332	protein_coding	0.3779	1257	Diacylglycerol acyltransferase; catalyzes the terminal step of triacylglycerol (TAG) formation, acylates diacylglycerol using acyl-CoA as an acyl donor; Lro1p and Dga1p can O-acylate ceramides; localized to lipid particles [Source:SGD;Acc:S000005771]	GO:0006672; GO:0035356; GO:0006071; GO:0019432; GO:0019915	GO:0005811; GO:0005789; GO:0016021	GO:0004144; GO:0003846; GO:0016747
